filename,original filename,scanid,digit,database name original,contributing team,database name
c00000.png,Scan_280_digit_6_num_7.png,280,6,OngkoDB,Buet_Backpropers,training-c
c00001.png,Scan_29_digit_1_num_1.png,29,1,OngkoDB,Buet_Backpropers,training-c
c00002.png,Scan_131_digit_3_num_1.png,131,3,OngkoDB,Buet_Backpropers,training-c
c00003.png,Scan_160_digit_2_num_2.png,160,2,OngkoDB,Buet_Backpropers,training-c
c00004.png,Scan_202_digit_7_num_0.png,202,7,OngkoDB,Buet_Backpropers,training-c
c00005.png,Scan_93_digit_3_num_1.png,93,3,OngkoDB,Buet_Backpropers,training-c
c00006.png,Scan_4_digit_4_num_1.png,4,4,OngkoDB,Buet_Backpropers,training-c
c00007.png,Scan_60_digit_7_num_2.png,60,7,OngkoDB,Buet_Backpropers,training-c
c00008.png,Scan_141_digit_5_num_9.png,141,5,OngkoDB,Buet_Backpropers,training-c
c00009.png,Scan_141_digit_3_num_7.png,141,3,OngkoDB,Buet_Backpropers,training-c
c00010.png,Scan_0_digit_0_num_3.png,0,0,OngkoDB,Buet_Backpropers,training-c
c00011.png,Scan_157_digit_6_num_2.png,157,6,OngkoDB,Buet_Backpropers,training-c
c00012.png,Scan_15_digit_5_num_6.png,15,5,OngkoDB,Buet_Backpropers,training-c
c00013.png,Scan_266_digit_3_num_3.png,266,3,OngkoDB,Buet_Backpropers,training-c
c00014.png,Scan_16_digit_9_num_7.png,16,9,OngkoDB,Buet_Backpropers,training-c
c00015.png,Scan_249_digit_1_num_1.png,249,1,OngkoDB,Buet_Backpropers,training-c
c00016.png,Scan_41_digit_8_num_6.png,41,8,OngkoDB,Buet_Backpropers,training-c
c00017.png,Scan_61_digit_2_num_0.png,61,2,OngkoDB,Buet_Backpropers,training-c
c00018.png,Scan_209_digit_9_num_9.png,209,9,OngkoDB,Buet_Backpropers,training-c
c00019.png,Scan_273_digit_8_num_0.png,273,8,OngkoDB,Buet_Backpropers,training-c
c00020.png,Scan_73_digit_0_num_3.png,73,0,OngkoDB,Buet_Backpropers,training-c
c00021.png,Scan_30_digit_2_num_3.png,30,2,OngkoDB,Buet_Backpropers,training-c
c00022.png,Scan_252_digit_5_num_9.png,252,5,OngkoDB,Buet_Backpropers,training-c
c00023.png,Scan_15_digit_0_num_3.png,15,0,OngkoDB,Buet_Backpropers,training-c
c00024.png,Scan_13_digit_3_num_1.png,13,3,OngkoDB,Buet_Backpropers,training-c
c00025.png,Scan_110_digit_1_num_0.png,110,1,OngkoDB,Buet_Backpropers,training-c
c00026.png,Scan_236_digit_2_num_4.png,236,2,OngkoDB,Buet_Backpropers,training-c
c00027.png,Scan_120_digit_0_num_7.png,120,0,OngkoDB,Buet_Backpropers,training-c
c00028.png,Scan_3_digit_4_num_6.png,3,4,OngkoDB,Buet_Backpropers,training-c
c00029.png,Scan_286_digit_5_num_9.png,286,5,OngkoDB,Buet_Backpropers,training-c
c00030.png,Scan_161_digit_4_num_4.png,161,4,OngkoDB,Buet_Backpropers,training-c
c00031.png,Scan_288_digit_9_num_3.png,288,9,OngkoDB,Buet_Backpropers,training-c
c00032.png,Scan_2_digit_9_num_3.png,2,9,OngkoDB,Buet_Backpropers,training-c
c00033.png,Scan_53_digit_5_num_2.png,53,5,OngkoDB,Buet_Backpropers,training-c
c00034.png,Scan_91_digit_8_num_8.png,91,8,OngkoDB,Buet_Backpropers,training-c
c00035.png,Scan_60_digit_1_num_9.png,60,1,OngkoDB,Buet_Backpropers,training-c
c00036.png,Scan_132_digit_5_num_3.png,132,5,OngkoDB,Buet_Backpropers,training-c
c00037.png,Scan_206_digit_7_num_8.png,206,7,OngkoDB,Buet_Backpropers,training-c
c00038.png,Scan_156_digit_8_num_1.png,156,8,OngkoDB,Buet_Backpropers,training-c
c00039.png,Scan_189_digit_0_num_3.png,189,0,OngkoDB,Buet_Backpropers,training-c
c00040.png,Scan_278_digit_3_num_8.png,278,3,OngkoDB,Buet_Backpropers,training-c
c00041.png,Scan_70_digit_1_num_5.png,70,1,OngkoDB,Buet_Backpropers,training-c
c00042.png,Scan_19_digit_8_num_3.png,19,8,OngkoDB,Buet_Backpropers,training-c
c00043.png,Scan_46_digit_9_num_7.png,46,9,OngkoDB,Buet_Backpropers,training-c
c00044.png,Scan_121_digit_6_num_4.png,121,6,OngkoDB,Buet_Backpropers,training-c
c00045.png,Scan_25_digit_6_num_5.png,25,6,OngkoDB,Buet_Backpropers,training-c
c00046.png,Scan_285_digit_2_num_9.png,285,2,OngkoDB,Buet_Backpropers,training-c
c00047.png,Scan_199_digit_0_num_5.png,199,0,OngkoDB,Buet_Backpropers,training-c
c00048.png,Scan_136_digit_2_num_7.png,136,2,OngkoDB,Buet_Backpropers,training-c
c00049.png,Scan_156_digit_9_num_5.png,156,9,OngkoDB,Buet_Backpropers,training-c
c00050.png,Scan_281_digit_5_num_1.png,281,5,OngkoDB,Buet_Backpropers,training-c
c00051.png,Scan_30_digit_0_num_2.png,30,0,OngkoDB,Buet_Backpropers,training-c
c00052.png,Scan_142_digit_3_num_1.png,142,3,OngkoDB,Buet_Backpropers,training-c
c00053.png,Scan_115_digit_1_num_7.png,115,1,OngkoDB,Buet_Backpropers,training-c
c00054.png,Scan_141_digit_7_num_3.png,141,7,OngkoDB,Buet_Backpropers,training-c
c00055.png,Scan_137_digit_0_num_9.png,137,0,OngkoDB,Buet_Backpropers,training-c
c00056.png,Scan_100_digit_1_num_7.png,100,1,OngkoDB,Buet_Backpropers,training-c
c00057.png,Scan_223_digit_0_num_3.png,223,0,OngkoDB,Buet_Backpropers,training-c
c00058.png,Scan_176_digit_3_num_5.png,176,3,OngkoDB,Buet_Backpropers,training-c
c00059.png,Scan_96_digit_4_num_8.png,96,4,OngkoDB,Buet_Backpropers,training-c
c00060.png,Scan_115_digit_2_num_6.png,115,2,OngkoDB,Buet_Backpropers,training-c
c00061.png,Scan_133_digit_3_num_2.png,133,3,OngkoDB,Buet_Backpropers,training-c
c00062.png,Scan_267_digit_8_num_1.png,267,8,OngkoDB,Buet_Backpropers,training-c
c00063.png,Scan_277_digit_7_num_9.png,277,7,OngkoDB,Buet_Backpropers,training-c
c00064.png,Scan_155_digit_8_num_7.png,155,8,OngkoDB,Buet_Backpropers,training-c
c00065.png,Scan_173_digit_9_num_1.png,173,9,OngkoDB,Buet_Backpropers,training-c
c00066.png,Scan_57_digit_9_num_9.png,57,9,OngkoDB,Buet_Backpropers,training-c
c00067.png,Scan_206_digit_0_num_2.png,206,0,OngkoDB,Buet_Backpropers,training-c
c00068.png,Scan_236_digit_7_num_6.png,236,7,OngkoDB,Buet_Backpropers,training-c
c00069.png,Scan_201_digit_9_num_3.png,201,9,OngkoDB,Buet_Backpropers,training-c
c00070.png,Scan_205_digit_5_num_1.png,205,5,OngkoDB,Buet_Backpropers,training-c
c00071.png,Scan_126_digit_0_num_8.png,126,0,OngkoDB,Buet_Backpropers,training-c
c00072.png,Scan_199_digit_8_num_3.png,199,8,OngkoDB,Buet_Backpropers,training-c
c00073.png,Scan_187_digit_7_num_4.png,187,7,OngkoDB,Buet_Backpropers,training-c
c00074.png,Scan_283_digit_8_num_8.png,283,8,OngkoDB,Buet_Backpropers,training-c
c00075.png,Scan_240_digit_7_num_8.png,240,7,OngkoDB,Buet_Backpropers,training-c
c00076.png,Scan_12_digit_3_num_0.png,12,3,OngkoDB,Buet_Backpropers,training-c
c00077.png,Scan_236_digit_0_num_4.png,236,0,OngkoDB,Buet_Backpropers,training-c
c00078.png,Scan_207_digit_5_num_1.png,207,5,OngkoDB,Buet_Backpropers,training-c
c00079.png,Scan_59_digit_3_num_6.png,59,3,OngkoDB,Buet_Backpropers,training-c
c00080.png,Scan_48_digit_1_num_5.png,48,1,OngkoDB,Buet_Backpropers,training-c
c00081.png,Scan_161_digit_1_num_6.png,161,1,OngkoDB,Buet_Backpropers,training-c
c00082.png,Scan_47_digit_6_num_6.png,47,6,OngkoDB,Buet_Backpropers,training-c
c00083.png,Scan_225_digit_2_num_3.png,225,2,OngkoDB,Buet_Backpropers,training-c
c00084.png,Scan_278_digit_9_num_5.png,278,9,OngkoDB,Buet_Backpropers,training-c
c00085.png,Scan_188_digit_7_num_4.png,188,7,OngkoDB,Buet_Backpropers,training-c
c00086.png,Scan_96_digit_4_num_2.png,96,4,OngkoDB,Buet_Backpropers,training-c
c00087.png,Scan_115_digit_0_num_1.png,115,0,OngkoDB,Buet_Backpropers,training-c
c00088.png,Scan_37_digit_7_num_9.png,37,7,OngkoDB,Buet_Backpropers,training-c
c00089.png,Scan_194_digit_1_num_4.png,194,1,OngkoDB,Buet_Backpropers,training-c
c00090.png,Scan_196_digit_8_num_9.png,196,8,OngkoDB,Buet_Backpropers,training-c
c00091.png,Scan_159_digit_9_num_8.png,159,9,OngkoDB,Buet_Backpropers,training-c
c00092.png,Scan_180_digit_9_num_8.png,180,9,OngkoDB,Buet_Backpropers,training-c
